time,price,number
Sep 29 2017 01 0,151.337,9
Sep 30 2017 01 0,144.316,5
Oct 01 2017 01 0,138.312,8
Oct 02 2017 01 0,147.082,5
Oct 03 2017 01 0,148.098,5
Oct 04 2017 01 0,132.625,2
Oct 05 2017 01 0,148.632,4
Oct 06 2017 01 0,143.303,7
Oct 07 2017 01 0,139.727,6
Oct 08 2017 01 0,137.468,9
Oct 09 2017 01 0,141.319,5
Oct 10 2017 01 0,143.224,6
Oct 11 2017 01 0,133.988,5
Oct 12 2017 01 0,136.42,7
Oct 13 2017 01 0,143.062,6
Oct 14 2017 01 0,140.693,14
Oct 15 2017 01 0,147.058,5
Oct 16 2017 01 0,142.084,5
Oct 17 2017 01 0,143.502,5
Oct 18 2017 01 0,139.487,5
Oct 19 2017 01 0,137.975,4
Oct 20 2017 01 0,141.133,6
Oct 21 2017 01 0,140.654,9
Oct 22 2017 01 0,140.096,6
Oct 23 2017 01 0,137.052,6
Oct 24 2017 01 0,142.657,3
Oct 25 2017 01 0,141.905,8
Oct 26 2017 01 0,140.018,1
Oct 27 2017 01 0,138.982,12
Oct 28 2017 01 0,143.074,3
Oct 29 2017 01 0,137.468,7
Oct 30 2017 01 0,133.887,7
Oct 31 2017 01 0,139.5,8
Nov 01 2017 01 0,136.844,7
Nov 02 2017 01 0,141.334,5
Nov 03 2017 01 0,139.47,3
Nov 04 2017 01 0,135.264,7
Nov 05 2017 01 0,131.209,4
Nov 06 2017 01 0,129.471,4
Nov 07 2017 01 0,133.298,10
Nov 08 2017 01 0,136.117,8
Nov 09 2017 01 0,137.856,7
Nov 10 2017 01 0,139.181,6
Nov 11 2017 01 0,130.718,3
Nov 12 2017 01 0,127.153,3
Nov 13 2017 01 0,125.423,9
Nov 14 2017 01 0,132.29,5
Nov 15 2017 01 0,138.94,6
Nov 16 2017 01 0,135.002,6
Nov 17 2017 01 0,134.021,3
Nov 18 2017 01 0,141.581,10
Nov 19 2017 01 0,133.096,3
Nov 20 2017 01 0,133.984,9
Nov 21 2017 01 0,130.226,9
Nov 22 2017 01 0,131.968,5
Nov 23 2017 01 0,134.843,6
Nov 24 2017 01 0,128.314,11
Nov 25 2017 01 0,136.647,6
Nov 26 2017 01 0,121.017,9
Nov 27 2017 01 0,130.581,7
Nov 28 2017 01 0,135.693,7
Nov 29 2017 01 0,132.546,4
Nov 30 2017 01 0,132.245,9
Dec 01 2017 01 0,135.241,7
Dec 02 2017 01 0,140.994,6
Dec 03 2017 01 0,147.599,2
Dec 04 2017 01 0,138.963,7
Dec 05 2017 01 0,135.852,3
Dec 06 2017 01 0,142.443,2
Dec 07 2017 01 0,140.267,3
Dec 08 2017 01 0,132.835,7
Dec 09 2017 01 0,132.379,4
Dec 10 2017 01 0,139.586,6
Dec 11 2017 01 0,136.474,6
Dec 12 2017 01 0,145.484,4
Dec 13 2017 01 0,143.943,3
Dec 14 2017 01 0,137.007,6
Dec 15 2017 01 0,138.149,9
Dec 16 2017 01 0,139.042,4
Dec 17 2017 01 0,141.209,3
Dec 18 2017 01 0,130.777,4
Dec 19 2017 01 0,128.684,5
Dec 20 2017 01 0,132.501,3
Dec 21 2017 01 0,131.883,7
Dec 22 2017 01 0,130.107,11
Dec 23 2017 01 0,134.064,11
Dec 24 2017 01 0,131.631,5
Dec 25 2017 01 0,148.638,7
Dec 26 2017 01 0,148.53,10
Dec 27 2017 01 0,153.966,5
Dec 28 2017 01 0,147.722,14
Dec 29 2017 01 0,156.966,4
Dec 30 2017 01 0,154.375,9
Dec 31 2017 01 0,148.982,4
Jan 01 2018 01 0,153.612,4
Jan 02 2018 01 0,151.561,9
Jan 03 2018 01 0,154.78,2
Jan 04 2018 01 0,144.124,10
Jan 05 2018 01 0,154.97,8
Jan 06 2018 01 0,149.238,7
Jan 07 2018 01 0,158.965,3
Jan 08 2018 01 0,155.641,13
Jan 09 2018 01 0,157.345,3
Jan 10 2018 01 0,157.136,5
Jan 11 2018 01 0,147.988,5
Jan 12 2018 01 0,154.781,10
Jan 13 2018 01 0,140.358,13
Jan 14 2018 01 0,150.14,4
Jan 15 2018 01 0,139.227,8
Jan 16 2018 01 0,138.764,8
Jan 17 2018 01 0,152.548,6
Jan 18 2018 01 0,155.569,7
Jan 19 2018 01 0,150.271,7
Jan 20 2018 01 0,145.199,7
Jan 21 2018 01 0,148.389,13
Jan 22 2018 01 0,149.743,9
Jan 23 2018 01 0,153.182,3
Jan 24 2018 01 0,153.206,7
Jan 25 2018 01 0,153.98,4
Jan 26 2018 01 0,162.344,5
Jan 27 2018 01 0,149.748,3
Jan 28 2018 01 0,160.119,7
Jan 29 2018 01 0,158.926,6
Jan 30 2018 01 0,155.418,6
Jan 31 2018 01 0,144.281,5
Feb 01 2018 01 0,152.217,10
Feb 02 2018 01 0,152.951,5
Feb 03 2018 01 0,157.443,8
Feb 04 2018 01 0,156.426,9
Feb 05 2018 01 0,153.16,8
Feb 06 2018 01 0,149.816,7
Feb 07 2018 01 0,155.433,3
Feb 08 2018 01 0,143.884,5
Feb 09 2018 01 0,158.406,7
Feb 10 2018 01 0,162.747,3
Feb 11 2018 01 0,157.151,8
Feb 12 2018 01 0,157.778,5
Feb 13 2018 01 0,163.31,5
Feb 14 2018 01 0,153.138,4
Feb 15 2018 01 0,152.851,4
Feb 16 2018 01 0,151.707,6
Feb 17 2018 01 0,156.325,11
Feb 18 2018 01 0,162.412,7
Feb 19 2018 01 0,160.412,7
Feb 20 2018 01 0,161.673,7
Feb 21 2018 01 0,154.148,5
Feb 22 2018 01 0,149.694,7
Feb 23 2018 01 0,155.446,7
Feb 24 2018 01 0,157.381,11
Feb 25 2018 01 0,160.115,7
Feb 26 2018 01 0,158.021,6
Feb 27 2018 01 0,157.025,6
Feb 28 2018 01 0,156.919,3
Mar 01 2018 01 0,154.116,7
Mar 02 2018 01 0,153.484,3
Mar 03 2018 01 0,151.359,6
Mar 04 2018 01 0,151.938,11
Mar 05 2018 01 0,154.784,2
Mar 06 2018 01 0,145.555,4
Mar 07 2018 01 0,134.534,9
Mar 08 2018 01 0,153.154,5
Mar 09 2018 01 0,160.648,8
Mar 10 2018 01 0,158.179,12
Mar 11 2018 01 0,153.507,8
Mar 12 2018 01 0,158.44,8
Mar 13 2018 01 0,156.112,8
Mar 14 2018 01 0,153.828,6
Mar 15 2018 01 0,148.508,5
Mar 16 2018 01 0,152.431,10
Mar 17 2018 01 0,152.393,3
Mar 18 2018 01 0,153.107,6
Mar 19 2018 01 0,146.833,3
Mar 20 2018 01 0,155.777,2
Mar 21 2018 01 0,145.048,5
Mar 22 2018 01 0,150.068,4
Mar 23 2018 01 0,142.39,4
Mar 24 2018 01 0,144.176,6
Mar 25 2018 01 0,151.921,2
Mar 26 2018 01 0,143.074,7
Mar 27 2018 01 0,139.624,4
Mar 28 2018 01 0,146.187,5
Mar 29 2018 01 0,142.885,2
Mar 30 2018 01 0,124.589,12
Mar 31 2018 01 0,129.029,8
Apr 01 2018 01 0,131.319,8
Apr 02 2018 01 0,128.777,5
Apr 03 2018 01 0,131.993,5
Apr 04 2018 01 0,134.042,11
Apr 05 2018 01 0,136.348,6
Apr 06 2018 01 0,138.766,9
Apr 07 2018 01 0,132.616,10
Apr 08 2018 01 0,128.589,11
Apr 09 2018 01 0,131.618,5
Apr 10 2018 01 0,130.3,8
Apr 11 2018 01 0,130.139,6
Apr 12 2018 01 0,138.935,6
Apr 13 2018 01 0,132.788,8
Apr 14 2018 01 0,127.956,7
Apr 15 2018 01 0,127.694,9
Apr 16 2018 01 0,135.777,6
Apr 17 2018 01 0,135.493,6
Apr 18 2018 01 0,122.787,3
Apr 19 2018 01 0,136.993,4
Apr 20 2018 01 0,139.984,6
Apr 21 2018 01 0,134.854,12
Apr 22 2018 01 0,132.669,9
Apr 23 2018 01 0,120.329,3
Apr 24 2018 01 0,142.671,5
Apr 25 2018 01 0,142.872,6
Apr 26 2018 01 0,127.508,5
Apr 27 2018 01 0,122.312,8
Apr 28 2018 01 0,135.059,12
Apr 29 2018 01 0,128.497,7
Apr 30 2018 01 0,129.785,8
May 01 2018 01 0,122.16,3
May 02 2018 01 0,127.096,5
May 03 2018 01 0,133.735,9
May 04 2018 01 0,131.403,5
May 05 2018 01 0,131.369,7
May 06 2018 01 0,120.352,10
May 07 2018 01 0,138.82,8
May 08 2018 01 0,135.616,6
May 09 2018 01 0,127.424,6
May 10 2018 01 0,127.698,8
May 11 2018 01 0,130.594,7
May 12 2018 01 0,131.493,11
May 13 2018 01 0,129.855,7
May 14 2018 01 0,137.349,8
May 15 2018 01 0,143.712,3
May 16 2018 01 0,115.725,6
May 17 2018 01 0,140.284,5
May 18 2018 01 0,139.103,4
May 19 2018 01 0,138.991,8
May 20 2018 01 0,136.676,3
May 21 2018 01 0,143.111,6
May 22 2018 01 0,135.201,3
May 23 2018 01 0,135.8,6
May 24 2018 01 0,135.991,6
May 25 2018 01 0,136.423,5
May 26 2018 01 0,129.881,3
May 27 2018 01 0,130.642,7
May 28 2018 01 0,136.366,8
May 29 2018 01 0,143.75,5
May 30 2018 01 0,146.793,4
May 31 2018 01 0,140.605,5
Jun 01 2018 01 0,138.822,7
Jun 02 2018 01 0,130.39,7
Jun 03 2018 01 0,129.787,8
Jun 04 2018 01 0,133.329,6
Jun 05 2018 01 0,130.533,7
Jun 06 2018 01 0,139.726,7
Jun 07 2018 01 0,127.821,5
Jun 08 2018 01 0,141.551,4
Jun 09 2018 01 0,128.797,10
Jun 10 2018 01 0,118.958,11
Jun 11 2018 01 0,126.581,6
Jun 12 2018 01 0,125.899,4
Jun 13 2018 01 0,119.722,10
Jun 14 2018 01 0,117.329,8
Jun 15 2018 01 0,127.616,7
Jun 16 2018 01 0,129.112,8
Jun 17 2018 01 0,123.037,9
Jun 18 2018 01 0,121.646,4
Jun 19 2018 01 0,122.092,12
Jun 20 2018 01 0,131.718,12
Jun 21 2018 01 0,122.688,5
Jun 22 2018 01 0,113.37,14
Jun 23 2018 01 0,119.14,6
Jun 24 2018 01 0,121.577,5
Jun 25 2018 01 0,123.795,6
Jun 26 2018 01 0,114.462,4
Jun 27 2018 01 0,114.267,5
Jun 28 2018 01 0,115.151,9
Jun 29 2018 01 0,117.418,12
Jun 30 2018 01 0,112.681,9
Jul 01 2018 01 0,121.277,5
Jul 02 2018 01 0,119.48,7
Jul 03 2018 01 0,121.284,4
Jul 04 2018 01 0,123.465,7
Jul 05 2018 01 0,127.48,2
Jul 06 2018 01 0,129.402,10
Jul 07 2018 01 0,123.11,3
Jul 08 2018 01 0,134.555,6
Jul 09 2018 01 0,109.651,6
Jul 10 2018 01 0,139.419,10
Jul 11 2018 01 0,129.992,7
Jul 12 2018 01 0,132.298,8
Jul 13 2018 01 0,134.557,7
Jul 14 2018 01 0,137.748,8
Jul 15 2018 01 0,141.943,3
Jul 16 2018 01 0,138.087,5
Jul 17 2018 01 0,146.027,3
Jul 18 2018 01 0,136.45,4
Jul 19 2018 01 0,141.168,6
Jul 20 2018 01 0,143.291,8
Jul 21 2018 01 0,148.409,5
Jul 22 2018 01 0,140.663,8
Jul 23 2018 01 0,134.534,3
Jul 24 2018 01 0,152.419,7
Jul 25 2018 01 0,130.982,6
Jul 26 2018 01 0,137.834,5
Jul 27 2018 01 0,138.009,5
Jul 28 2018 01 0,135.054,5
Jul 29 2018 01 0,136.957,10
Jul 30 2018 01 0,143.063,4
Jul 31 2018 01 0,136.06,2
Aug 01 2018 01 0,135.161,5
Aug 02 2018 01 0,141.58,10
Aug 03 2018 01 0,131.73,13
Aug 04 2018 01 0,141.024,6
Aug 05 2018 01 0,154.022,7
Aug 06 2018 01 0,137.041,5
Aug 07 2018 01 0,140.661,7
Aug 08 2018 01 0,132.624,6
Aug 09 2018 01 0,141.715,3
Aug 10 2018 01 0,129.587,13
Aug 11 2018 01 0,133.56,12
Aug 12 2018 01 0,133.866,6
Aug 13 2018 01 0,134.966,6
Aug 14 2018 01 0,129.296,10
Aug 15 2018 01 0,134.613,4
Aug 16 2018 01 0,137.263,7
Aug 17 2018 01 0,129.701,8
Aug 18 2018 01 0,136.627,14
Aug 19 2018 01 0,128.51,4
Aug 20 2018 01 0,124.314,3
Aug 21 2018 01 0,121.765,8
Aug 22 2018 01 0,128.481,10
Aug 23 2018 01 0,136.259,10
Aug 24 2018 01 0,131.577,10
Aug 25 2018 01 0,126.615,5
Aug 26 2018 01 0,137.492,8
Aug 27 2018 01 0,140.75,11
Aug 28 2018 01 0,145.079,5
Aug 29 2018 01 0,148.209,4
Aug 30 2018 01 0,134.173,7
Aug 31 2018 01 0,147.279,10
Sep 01 2018 01 0,157.615,6
Sep 02 2018 01 0,146.195,5
Sep 03 2018 01 0,141.045,7
Sep 04 2018 01 0,147.125,2
Sep 05 2018 01 0,146.042,6
Sep 06 2018 01 0,149.88,7
Sep 07 2018 01 0,147.677,6
Sep 08 2018 01 0,148.054,8
Sep 09 2018 01 0,158.386,9
Sep 10 2018 01 0,147.039,5
Sep 11 2018 01 0,150.857,5
Sep 12 2018 01 0,158.198,7
Sep 13 2018 01 0,146.394,6
Sep 14 2018 01 0,149.893,8
Sep 15 2018 01 0,144.103,7
Sep 16 2018 01 0,153.673,7
Sep 17 2018 01 0,154.07,5
Sep 18 2018 01 0,152.165,6
Sep 19 2018 01 0,150.752,5
Sep 20 2018 01 0,151.925,5
Sep 21 2018 01 0,149.774,9
Sep 22 2018 01 0,159.215,10
Sep 23 2018 01 0,154.419,5
Sep 24 2018 01 0,153.275,7
Sep 25 2018 01 0,149.55,4
Sep 26 2018 01 0,142.411,4
Sep 27 2018 01 0,157.737,8
Sep 28 2018 01 0,150.9,4
Sep 29 2018 01 0,157.912,10
Sep 30 2018 01 0,163.979,4
Oct 01 2018 01 0,159.946,6
Oct 02 2018 01 0,171.49,3
Oct 03 2018 01 0,173.812,4
Oct 04 2018 01 0,165.72,7
Oct 05 2018 01 0,169.417,5
Oct 06 2018 01 0,169.573,4
Oct 07 2018 01 0,172.106,2
Oct 08 2018 01 0,162.503,2
Oct 09 2018 01 0,171.129,2
Oct 10 2018 01 0,159.814,7
Oct 11 2018 01 0,160.218,9
Oct 12 2018 01 0,162.787,3
Oct 13 2018 01 0,162.435,5
Oct 14 2018 01 0,157.898,7
Oct 15 2018 01 0,164.873,6
Oct 16 2018 01 0,154.7,4
Oct 17 2018 01 0,160.391,6
Oct 18 2018 01 0,151.667,6
Oct 19 2018 01 0,165.712,5
Oct 20 2018 01 0,167.565,6
Oct 21 2018 01 0,164.717,3
Oct 22 2018 01 0,157.43,1
Oct 23 2018 01 0,167.153,6
Oct 24 2018 01 0,157.901,2
Oct 25 2018 01 0,157.797,4
Oct 26 2018 01 0,157.6,5
Oct 27 2018 01 0,165.547,2
Oct 28 2018 01 0,164.361,5
Oct 29 2018 01 0,145.717,1
Oct 30 2018 01 0,164.19,4
Oct 31 2018 01 0,168.265,4
Nov 01 2018 01 0,171.34,3
Nov 02 2018 01 0,161.994,6
Nov 03 2018 01 0,164.738,4
Nov 04 2018 01 0,155.884,6
Nov 05 2018 01 0,167.405,4
Nov 06 2018 01 0,166.866,4
Nov 07 2018 01 0,167.309,5
Nov 08 2018 01 0,165.06,5
Nov 09 2018 01 0,162.449,6
Nov 10 2018 01 0,159.849,2
Nov 11 2018 01 0,161.71,7
Nov 12 2018 01 0,156.516,3
Nov 13 2018 01 0,166.81,3
Nov 14 2018 01 0,147.57,4
Nov 15 2018 01 0,151.381,2
Nov 16 2018 01 0,164.915,3
Nov 17 2018 01 0,161.141,6
Nov 18 2018 01 0,156.529,4
Nov 19 2018 01 0,158.546,3
Nov 20 2018 01 0,155.599,3
Nov 21 2018 01 0,149.899,3
Nov 22 2018 01 0,149.371,4
Nov 23 2018 01 0,146.733,6
Nov 24 2018 01 0,156.577,2
Nov 25 2018 01 0,139.554,6
Nov 26 2018 01 0,143.737,5
Nov 27 2018 01 0,143.62,5
Nov 28 2018 01 0,142.039,6
Nov 29 2018 01 0,140.007,5
Nov 30 2018 01 0,142.333,6
Dec 01 2018 01 0,146.597,8
Dec 02 2018 01 0,147.578,5
Dec 03 2018 01 0,138.128,6
Dec 04 2018 01 0,133.716,2
Dec 05 2018 01 0,152.514,7
Dec 06 2018 01 0,156.646,3
Dec 07 2018 01 0,152.497,5
Dec 08 2018 01 0,145.908,5
Dec 09 2018 01 0,151.006,2
Dec 10 2018 01 0,146.794,2
Dec 12 2018 01 0,157.443,2
Dec 13 2018 01 0,147.9,4
Dec 14 2018 01 0,150.027,5
Dec 15 2018 01 0,143.95,5
Dec 16 2018 01 0,152.77,7
Dec 17 2018 01 0,155.979,5
Dec 18 2018 01 0,161.111,3
Dec 19 2018 01 0,151.556,5
Dec 20 2018 01 0,152.407,7
Dec 21 2018 01 0,145.61,7
Dec 22 2018 01 0,150.909,4
Dec 23 2018 01 0,149.976,6
Dec 24 2018 01 0,151.965,7
Dec 25 2018 01 0,160.415,5
Dec 26 2018 01 0,153.685,6
Dec 27 2018 01 0,154.845,10
Dec 28 2018 01 0,157.422,6
Dec 29 2018 01 0,163.022,9
Dec 30 2018 01 0,165.945,6
Dec 31 2018 01 0,165.295,5
Jan 01 2019 01 0,163.584,6
Jan 02 2019 01 0,156.226,7
Jan 03 2019 01 0,157.46,6
Jan 04 2019 01 0,155.623,7
Jan 05 2019 01 0,166.37,8
Jan 06 2019 01 0,150.013,12
Jan 07 2019 01 0,151.772,5
Jan 08 2019 01 0,159.976,3
Jan 09 2019 01 0,154.699,5
Jan 10 2019 01 0,159.231,7
Jan 11 2019 01 0,164.455,6
Jan 12 2019 01 0,164.21,10
Jan 13 2019 01 0,157.98,11
Jan 14 2019 01 0,157.617,4
Jan 15 2019 01 0,161.587,6
Jan 16 2019 01 0,156.681,9
Jan 17 2019 01 0,164.47,4
Jan 18 2019 01 0,162.079,6
Jan 19 2019 01 0,157.864,11
Jan 20 2019 01 0,171.799,6
Jan 21 2019 01 0,170.338,6
Jan 22 2019 01 0,180.514,7
Jan 23 2019 01 0,164.376,5
Jan 24 2019 01 0,168.843,3
Jan 25 2019 01 0,188.041,3
Jan 26 2019 01 0,149.554,7
Jan 27 2019 01 0,163.261,10
Jan 28 2019 01 0,149.586,13
Jan 29 2019 01 0,178.496,4
Jan 30 2019 01 0,169.304,5
Jan 31 2019 01 0,171.432,5
Feb 01 2019 01 0,160.863,2
Feb 02 2019 01 0,174.313,7
Feb 03 2019 01 0,178.53,6
Feb 04 2019 01 0,169.391,5
Feb 05 2019 01 0,166.979,8
Feb 06 2019 01 0,157.325,6
Feb 07 2019 01 0,161.805,5
Feb 08 2019 01 0,157.818,5
Feb 09 2019 01 0,161.841,7
Feb 10 2019 01 0,168.035,4
Feb 11 2019 01 0,168.272,7
Feb 12 2019 01 0,166.519,7
Feb 13 2019 01 0,166.95,4
Feb 14 2019 01 0,162.432,6
Feb 15 2019 01 0,165.005,3
Feb 16 2019 01 0,165.312,7
Feb 17 2019 01 0,164.725,3
Feb 18 2019 01 0,162.85,1
Feb 19 2019 01 0,165.429,5
Feb 20 2019 01 0,165.939,2
Feb 21 2019 01 0,160.827,3
Feb 22 2019 01 0,170.706,7
Feb 23 2019 01 0,172.192,7
Feb 24 2019 01 0,168.664,6
Feb 25 2019 01 0,172.248,6
Feb 26 2019 01 0,174.151,4
Feb 27 2019 01 0,171.24,3
Feb 28 2019 01 0,178.179,6
Mar 01 2019 01 0,179.911,6
Mar 02 2019 01 0,170.335,9
Mar 03 2019 01 0,174.567,6
Mar 04 2019 01 0,176.814,7
Mar 05 2019 01 0,181.891,8
Mar 06 2019 01 0,182.04,2
Mar 07 2019 01 0,177.078,3
Mar 08 2019 01 0,175.964,7
Mar 09 2019 01 0,186.065,10
Mar 10 2019 01 0,195.758,4
Mar 11 2019 01 0,190.826,2
Mar 12 2019 01 0,189.729,6
Mar 13 2019 01 0,198.033,4
Mar 14 2019 01 0,179.574,4
Mar 15 2019 01 0,193.321,3
Mar 16 2019 01 0,179.306,6
Mar 17 2019 01 0,176.583,7
Mar 18 2019 01 0,192.102,4
Mar 19 2019 01 0,177.257,4
Mar 20 2019 01 0,177.647,7
Mar 21 2019 01 0,193.254,4
Mar 22 2019 01 0,184.717,6
Mar 23 2019 01 0,186.526,7
Mar 24 2019 01 0,187.984,1
Mar 25 2019 01 0,178.311,8
Mar 26 2019 01 0,179.477,3
Mar 27 2019 01 0,169.64,7
Mar 28 2019 01 0,182.091,5
Mar 29 2019 01 0,183.322,5
Mar 30 2019 01 0,180.083,8
Mar 31 2019 01 0,174.427,10
Apr 01 2019 01 0,182.745,5
Apr 02 2019 01 0,177.483,5
Apr 03 2019 01 0,185.964,5
Apr 04 2019 01 0,175.912,2
Apr 05 2019 01 0,180.689,10
Apr 06 2019 01 0,185.888,6
Apr 07 2019 01 0,181.145,13
Apr 08 2019 01 0,190.4,5
Apr 09 2019 01 0,196.108,3
Apr 10 2019 01 0,191.323,5
Apr 11 2019 01 0,191.448,4
Apr 12 2019 01 0,200.036,5
Apr 13 2019 01 0,193.727,4
Apr 14 2019 01 0,193.81,8
Apr 15 2019 01 0,202.446,1
Apr 16 2019 01 0,195.078,5
Apr 17 2019 01 0,186.865,4
Apr 18 2019 01 0,195.35,5
Apr 19 2019 01 0,194.146,6
Apr 20 2019 01 0,195.893,3
Apr 21 2019 01 0,185.924,6
Apr 22 2019 01 0,183.626,2
Apr 23 2019 01 0,202.789,5
Apr 24 2019 01 0,198.288,2
Apr 25 2019 01 0,197.673,2
Apr 26 2019 01 0,186.582,6
Apr 27 2019 01 0,175.875,3
Apr 28 2019 01 0,184.713,5
Apr 29 2019 01 0,194.72,7
Apr 30 2019 01 0,189.819,10
May 01 2019 01 0,189.79,5
May 02 2019 01 0,193.235,6
May 03 2019 01 0,200.715,9
May 04 2019 01 0,159.679,7
May 05 2019 01 0,202.529,7
May 06 2019 01 0,206.215,7
May 07 2019 01 0,200.123,3
May 08 2019 01 0,192.061,8
May 09 2019 01 0,194.83,2
May 10 2019 01 0,204.849,4
May 11 2019 01 0,203.41,4
May 12 2019 01 0,211.062,6
May 13 2019 01 0,204.418,4
May 15 2019 01 0,201.811,4
May 16 2019 01 0,205.077,4
May 17 2019 01 0,202.352,6
May 18 2019 01 0,195.253,9
May 19 2019 01 0,197.516,9
May 20 2019 01 0,197.57,5
May 21 2019 01 0,197.982,7
May 22 2019 01 0,200.594,4
May 23 2019 01 0,206.629,3
May 24 2019 01 0,199.338,8
May 25 2019 01 0,210.288,2
May 26 2019 01 0,204.779,8
May 27 2019 01 0,217.052,5
May 28 2019 01 0,213.305,3
May 29 2019 01 0,196.068,5
May 30 2019 01 0,194.645,3
May 31 2019 01 0,206.669,2
Jun 01 2019 01 0,200.157,5
Jun 02 2019 01 0,210.307,5
Jun 03 2019 01 0,211.365,7
Jun 04 2019 01 0,217.254,5
Jun 05 2019 01 0,214.904,5
Jun 06 2019 01 0,209.425,4
Jun 07 2019 01 0,222.385,7
Jun 08 2019 01 0,235.89,4
Jun 09 2019 01 0,212.473,4
Jun 10 2019 01 0,230.35,5
Jun 12 2019 01 0,225.755,4
Jun 13 2019 01 0,231.669,4
Jun 14 2019 01 0,227.225,5
Jun 15 2019 01 0,223.11,6
Jun 16 2019 01 0,226.094,2
Jun 17 2019 01 0,209.244,1
Jun 18 2019 01 0,206.786,5
Jun 19 2019 01 0,202.734,1
Jun 20 2019 01 0,215.328,8
Jun 21 2019 01 0,219.491,7
Jun 22 2019 01 0,224.626,3
Jun 23 2019 01 0,225.471,4
Jun 24 2019 01 0,225.083,4
Jun 25 2019 01 0,211.998,4
Jun 26 2019 01 0,208.704,5
Jun 27 2019 01 0,209.097,5
Jun 28 2019 01 0,217.099,2
Jun 29 2019 01 0,201.364,4
Jun 30 2019 01 0,214.481,2
Jul 01 2019 01 0,217.846,5
Jul 02 2019 01 0,213.344,2
Jul 03 2019 01 0,205.537,4
Jul 04 2019 01 0,225.096,2
Jul 05 2019 01 0,220.816,3
Jul 06 2019 01 0,214.627,4
Jul 07 2019 01 0,223.438,5
Jul 08 2019 01 0,230.422,6
Jul 09 2019 01 0,225.191,2
Jul 10 2019 01 0,227.969,3
Jul 11 2019 01 0,234.744,5
Jul 12 2019 01 0,226.998,8
Jul 13 2019 01 0,226.819,8
Jul 14 2019 01 0,229.746,6
Jul 15 2019 01 0,231.034,3
Jul 16 2019 01 0,239.512,4
Jul 17 2019 01 0,223.869,5
Jul 18 2019 01 0,235.863,3
Jul 19 2019 01 0,235.797,2
Jul 20 2019 01 0,242.223,2
Jul 21 2019 01 0,240.528,4
Jul 22 2019 01 0,238.804,3
Jul 23 2019 01 0,247.176,2
Jul 24 2019 01 0,235.002,4
Jul 25 2019 01 0,238.486,5
Jul 26 2019 01 0,229.052,5
Jul 27 2019 01 0,244.587,1
Jul 28 2019 01 0,233.234,2
Jul 29 2019 01 0,225.038,2
Jul 30 2019 01 0,223.181,3
Jul 31 2019 01 0,235.065,5
Aug 01 2019 01 0,233.558,5
Aug 02 2019 01 0,230.532,4
Aug 03 2019 01 0,228.584,6
Aug 04 2019 01 0,239.392,10
Aug 05 2019 01 0,245.791,3
Aug 06 2019 01 0,246.918,4
Aug 07 2019 01 0,240.796,4
Aug 08 2019 01 0,247.247,2
Aug 09 2019 01 0,243.426,4
Aug 10 2019 01 0,248.456,9
Aug 12 2019 01 0,286.991,2
Aug 13 2019 01 0,247.441,4
Aug 14 2019 01 0,241.846,5
Aug 15 2019 01 0,254.344,2
Aug 16 2019 01 0,250.722,3
Aug 17 2019 01 0,253.304,5
Aug 18 2019 01 0,262.759,3
Aug 19 2019 01 0,261.247,3
Aug 20 2019 01 0,230.002,1
Aug 21 2019 01 0,237.304,5
Aug 22 2019 01 0,234.203,2
Aug 23 2019 01 0,245.725,5
Aug 24 2019 01 0,242.951,3
Aug 25 2019 01 0,258.141,1
Aug 26 2019 01 0,245.723,3
Aug 27 2019 01 0,235.012,3
Aug 28 2019 01 0,227.196,2
Aug 29 2019 01 0,246.306,5
Aug 30 2019 01 0,238.856,6
Aug 31 2019 01 0,256.601,4
Sep 01 2019 01 0,262.322,9
Sep 02 2019 01 0,266.911,7
Sep 03 2019 01 0,250.881,4
Sep 04 2019 01 0,262.762,2
Sep 05 2019 01 0,285.004,1
Sep 06 2019 01 0,263.264,6
Sep 07 2019 01 0,261.864,5
Sep 08 2019 01 0,265.434,5
Sep 09 2019 01 0,268.536,2
Sep 10 2019 01 0,241.371,6
Sep 11 2019 01 0,260.68,3
Sep 12 2019 01 0,267.696,5
Sep 13 2019 01 0,255.449,3
Sep 14 2019 01 0,265.553,5
Sep 15 2019 01 0,284.235,5
Sep 16 2019 01 0,221.948,6
Sep 17 2019 01 0,264.521,3
Sep 18 2019 01 0,269.102,5
Sep 19 2019 01 0,243.702,2
Sep 20 2019 01 0,272.006,6
Sep 21 2019 01 0,255.665,4
Sep 22 2019 01 0,268.503,3
Sep 23 2019 01 0,260.242,2
Sep 24 2019 01 0,258.58,2
Sep 25 2019 01 0,268.316,4
Sep 26 2019 01 0,266.532,4
Sep 27 2019 01 0,258.699,6
Sep 28 2019 01 0,266.045,5
Sep 29 2019 01 0,275.104,6
Sep 30 2019 01 0,283.617,2
Oct 01 2019 01 0,276.657,4
Oct 02 2019 01 0,261.548,3
Oct 03 2019 01 0,259.255,1
Oct 04 2019 01 0,295.482,1
Oct 05 2019 01 0,259.122,5
Oct 06 2019 01 0,286.233,4
Oct 07 2019 01 0,267.544,5
Oct 09 2019 01 0,283.792,1
Oct 10 2019 01 0,265.533,6
Oct 11 2019 01 0,252.1,1
Oct 12 2019 01 0,263.718,6
Oct 13 2019 01 0,256.637,2
Oct 14 2019 01 0,278.51,2
Oct 15 2019 01 0,263.858,3
